package_id,seq_in_package,task_id,wave,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
EQ_PKG_13,17,E2-QA-07_Itapua-Tomas_Romero_Pereira,E2,qa_modelo,distrito,07_Itapua,Tomas_Romero_Pereira,Departamentos/07_Itapua/Tomas_Romero_Pereira,E2-SENS-07_Itapua-Tomas_Romero_Pereira,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_13,18,E3-MIDIA-07_Itapua-Tomas_Romero_Pereira,E3,midia_tecnica_local,distrito,07_Itapua,Tomas_Romero_Pereira,Departamentos/07_Itapua/Tomas_Romero_Pereira,E2-QA-07_Itapua-Tomas_Romero_Pereira,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_13,19,E3-QA-07_Itapua-Tomas_Romero_Pereira,E3,qa_midia,distrito,07_Itapua,Tomas_Romero_Pereira,Departamentos/07_Itapua/Tomas_Romero_Pereira,E3-MIDIA-07_Itapua-Tomas_Romero_Pereira,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_13,20,E4-TEXTO-07_Itapua-Tomas_Romero_Pereira,E4,redacao_profunda_distrital,distrito,07_Itapua,Tomas_Romero_Pereira,Departamentos/07_Itapua/Tomas_Romero_Pereira,E3-QA-07_Itapua-Tomas_Romero_Pereira,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_13,21,E4-QA-07_Itapua-Tomas_Romero_Pereira,E4,qa_editorial_distrital,distrito,07_Itapua,Tomas_Romero_Pereira,Departamentos/07_Itapua/Tomas_Romero_Pereira,E4-TEXTO-07_Itapua-Tomas_Romero_Pereira,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_13,22,E1-CIT-07_Itapua-Trinidad,E1,citacao_linha_a_linha,distrito,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_13,23,E1-INDIC-07_Itapua-Trinidad,E1,indicadores_oficiais_granulares,distrito,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,E1-CIT-07_Itapua-Trinidad,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_13,24,E1-QA-07_Itapua-Trinidad,E1,qa_evidencia,distrito,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,E1-INDIC-07_Itapua-Trinidad,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_13,25,E2-MODEL-07_Itapua-Trinidad,E2,calibracao_notas_AE,distrito,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,E1-QA-07_Itapua-Trinidad,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
EQ_PKG_13,26,E2-GSS-07_Itapua-Trinidad,E2,gss_reproduzivel,distrito,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,E2-MODEL-07_Itapua-Trinidad,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
EQ_PKG_13,27,E2-SENS-07_Itapua-Trinidad,E2,sensibilidade_3_cenarios,distrito,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,E2-GSS-07_Itapua-Trinidad,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_13,28,E2-QA-07_Itapua-Trinidad,E2,qa_modelo,distrito,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,E2-SENS-07_Itapua-Trinidad,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_13,29,E3-MIDIA-07_Itapua-Trinidad,E3,midia_tecnica_local,distrito,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,E2-QA-07_Itapua-Trinidad,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_13,30,E3-QA-07_Itapua-Trinidad,E3,qa_midia,distrito,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,E3-MIDIA-07_Itapua-Trinidad,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_13,31,E4-TEXTO-07_Itapua-Trinidad,E4,redacao_profunda_distrital,distrito,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,E3-QA-07_Itapua-Trinidad,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_13,32,E4-QA-07_Itapua-Trinidad,E4,qa_editorial_distrital,distrito,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,E4-TEXTO-07_Itapua-Trinidad,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_13,33,E1-CIT-07_Itapua-Yatytay,E1,citacao_linha_a_linha,distrito,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_13,34,E1-INDIC-07_Itapua-Yatytay,E1,indicadores_oficiais_granulares,distrito,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,E1-CIT-07_Itapua-Yatytay,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_13,35,E1-QA-07_Itapua-Yatytay,E1,qa_evidencia,distrito,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,E1-INDIC-07_Itapua-Yatytay,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_13,36,E2-MODEL-07_Itapua-Yatytay,E2,calibracao_notas_AE,distrito,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,E1-QA-07_Itapua-Yatytay,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
EQ_PKG_13,37,E2-GSS-07_Itapua-Yatytay,E2,gss_reproduzivel,distrito,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,E2-MODEL-07_Itapua-Yatytay,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
EQ_PKG_13,38,E2-SENS-07_Itapua-Yatytay,E2,sensibilidade_3_cenarios,distrito,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,E2-GSS-07_Itapua-Yatytay,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_13,39,E2-QA-07_Itapua-Yatytay,E2,qa_modelo,distrito,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,E2-SENS-07_Itapua-Yatytay,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_13,40,E3-MIDIA-07_Itapua-Yatytay,E3,midia_tecnica_local,distrito,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,E2-QA-07_Itapua-Yatytay,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_13,41,E3-QA-07_Itapua-Yatytay,E3,qa_midia,distrito,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,E3-MIDIA-07_Itapua-Yatytay,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_13,42,E4-TEXTO-07_Itapua-Yatytay,E4,redacao_profunda_distrital,distrito,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,E3-QA-07_Itapua-Yatytay,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_13,43,E4-QA-07_Itapua-Yatytay,E4,qa_editorial_distrital,distrito,07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,E4-TEXTO-07_Itapua-Yatytay,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_13,44,E1-CIT-08_Misiones-Ayolas,E1,citacao_linha_a_linha,distrito,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_13,45,E1-INDIC-08_Misiones-Ayolas,E1,indicadores_oficiais_granulares,distrito,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,E1-CIT-08_Misiones-Ayolas,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_13,46,E1-QA-08_Misiones-Ayolas,E1,qa_evidencia,distrito,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,E1-INDIC-08_Misiones-Ayolas,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_13,47,E2-MODEL-08_Misiones-Ayolas,E2,calibracao_notas_AE,distrito,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,E1-QA-08_Misiones-Ayolas,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
EQ_PKG_13,48,E2-GSS-08_Misiones-Ayolas,E2,gss_reproduzivel,distrito,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,E2-MODEL-08_Misiones-Ayolas,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
EQ_PKG_13,49,E2-SENS-08_Misiones-Ayolas,E2,sensibilidade_3_cenarios,distrito,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,E2-GSS-08_Misiones-Ayolas,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_13,50,E2-QA-08_Misiones-Ayolas,E2,qa_modelo,distrito,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,E2-SENS-08_Misiones-Ayolas,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_13,51,E3-MIDIA-08_Misiones-Ayolas,E3,midia_tecnica_local,distrito,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,E2-QA-08_Misiones-Ayolas,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_13,52,E3-QA-08_Misiones-Ayolas,E3,qa_midia,distrito,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,E3-MIDIA-08_Misiones-Ayolas,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_13,53,E4-TEXTO-08_Misiones-Ayolas,E4,redacao_profunda_distrital,distrito,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,E3-QA-08_Misiones-Ayolas,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_13,54,E4-QA-08_Misiones-Ayolas,E4,qa_editorial_distrital,distrito,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,E4-TEXTO-08_Misiones-Ayolas,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_13,55,E1-CIT-08_Misiones-San_Ignacio,E1,citacao_linha_a_linha,distrito,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_13,56,E1-INDIC-08_Misiones-San_Ignacio,E1,indicadores_oficiais_granulares,distrito,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,E1-CIT-08_Misiones-San_Ignacio,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_13,57,E1-QA-08_Misiones-San_Ignacio,E1,qa_evidencia,distrito,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,E1-INDIC-08_Misiones-San_Ignacio,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_13,58,E2-MODEL-08_Misiones-San_Ignacio,E2,calibracao_notas_AE,distrito,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,E1-QA-08_Misiones-San_Ignacio,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
EQ_PKG_13,59,E2-GSS-08_Misiones-San_Ignacio,E2,gss_reproduzivel,distrito,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,E2-MODEL-08_Misiones-San_Ignacio,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
EQ_PKG_13,60,E2-SENS-08_Misiones-San_Ignacio,E2,sensibilidade_3_cenarios,distrito,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,E2-GSS-08_Misiones-San_Ignacio,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_13,61,E2-QA-08_Misiones-San_Ignacio,E2,qa_modelo,distrito,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,E2-SENS-08_Misiones-San_Ignacio,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_13,62,E3-MIDIA-08_Misiones-San_Ignacio,E3,midia_tecnica_local,distrito,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,E2-QA-08_Misiones-San_Ignacio,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_13,63,E3-QA-08_Misiones-San_Ignacio,E3,qa_midia,distrito,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,E3-MIDIA-08_Misiones-San_Ignacio,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_13,64,E4-TEXTO-08_Misiones-San_Ignacio,E4,redacao_profunda_distrital,distrito,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,E3-QA-08_Misiones-San_Ignacio,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_13,65,E4-QA-08_Misiones-San_Ignacio,E4,qa_editorial_distrital,distrito,08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,E4-TEXTO-08_Misiones-San_Ignacio,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_13,66,E1-CIT-08_Misiones-San_Juan_Bautista,E1,citacao_linha_a_linha,distrito,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_13,67,E1-INDIC-08_Misiones-San_Juan_Bautista,E1,indicadores_oficiais_granulares,distrito,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,E1-CIT-08_Misiones-San_Juan_Bautista,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_13,68,E1-QA-08_Misiones-San_Juan_Bautista,E1,qa_evidencia,distrito,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,E1-INDIC-08_Misiones-San_Juan_Bautista,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_13,69,E2-MODEL-08_Misiones-San_Juan_Bautista,E2,calibracao_notas_AE,distrito,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,E1-QA-08_Misiones-San_Juan_Bautista,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
EQ_PKG_13,70,E2-GSS-08_Misiones-San_Juan_Bautista,E2,gss_reproduzivel,distrito,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,E2-MODEL-08_Misiones-San_Juan_Bautista,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
EQ_PKG_13,71,E2-SENS-08_Misiones-San_Juan_Bautista,E2,sensibilidade_3_cenarios,distrito,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,E2-GSS-08_Misiones-San_Juan_Bautista,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_13,72,E2-QA-08_Misiones-San_Juan_Bautista,E2,qa_modelo,distrito,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,E2-SENS-08_Misiones-San_Juan_Bautista,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_13,73,E3-MIDIA-08_Misiones-San_Juan_Bautista,E3,midia_tecnica_local,distrito,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,E2-QA-08_Misiones-San_Juan_Bautista,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_13,74,E3-QA-08_Misiones-San_Juan_Bautista,E3,qa_midia,distrito,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,E3-MIDIA-08_Misiones-San_Juan_Bautista,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_13,75,E4-TEXTO-08_Misiones-San_Juan_Bautista,E4,redacao_profunda_distrital,distrito,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,E3-QA-08_Misiones-San_Juan_Bautista,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_13,76,E4-QA-08_Misiones-San_Juan_Bautista,E4,qa_editorial_distrital,distrito,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,E4-TEXTO-08_Misiones-San_Juan_Bautista,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_13,77,E1-CIT-08_Misiones-San_Miguel,E1,citacao_linha_a_linha,distrito,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_13,78,E1-INDIC-08_Misiones-San_Miguel,E1,indicadores_oficiais_granulares,distrito,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,E1-CIT-08_Misiones-San_Miguel,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_13,79,E1-QA-08_Misiones-San_Miguel,E1,qa_evidencia,distrito,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,E1-INDIC-08_Misiones-San_Miguel,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_13,80,E2-MODEL-08_Misiones-San_Miguel,E2,calibracao_notas_AE,distrito,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,E1-QA-08_Misiones-San_Miguel,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
EQ_PKG_13,81,E2-GSS-08_Misiones-San_Miguel,E2,gss_reproduzivel,distrito,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,E2-MODEL-08_Misiones-San_Miguel,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
EQ_PKG_13,82,E2-SENS-08_Misiones-San_Miguel,E2,sensibilidade_3_cenarios,distrito,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,E2-GSS-08_Misiones-San_Miguel,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_13,83,E2-QA-08_Misiones-San_Miguel,E2,qa_modelo,distrito,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,E2-SENS-08_Misiones-San_Miguel,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_13,84,E3-MIDIA-08_Misiones-San_Miguel,E3,midia_tecnica_local,distrito,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,E2-QA-08_Misiones-San_Miguel,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_13,85,E3-QA-08_Misiones-San_Miguel,E3,qa_midia,distrito,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,E3-MIDIA-08_Misiones-San_Miguel,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_13,86,E4-TEXTO-08_Misiones-San_Miguel,E4,redacao_profunda_distrital,distrito,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,E3-QA-08_Misiones-San_Miguel,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_13,87,E4-QA-08_Misiones-San_Miguel,E4,qa_editorial_distrital,distrito,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,E4-TEXTO-08_Misiones-San_Miguel,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_13,88,E1-CIT-08_Misiones-San_Patricio,E1,citacao_linha_a_linha,distrito,08_Misiones,San_Patricio,Departamentos/08_Misiones/San_Patricio,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_13,89,E1-INDIC-08_Misiones-San_Patricio,E1,indicadores_oficiais_granulares,distrito,08_Misiones,San_Patricio,Departamentos/08_Misiones/San_Patricio,E1-CIT-08_Misiones-San_Patricio,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_13,90,E1-QA-08_Misiones-San_Patricio,E1,qa_evidencia,distrito,08_Misiones,San_Patricio,Departamentos/08_Misiones/San_Patricio,E1-INDIC-08_Misiones-San_Patricio,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_13,91,E2-MODEL-08_Misiones-San_Patricio,E2,calibracao_notas_AE,distrito,08_Misiones,San_Patricio,Departamentos/08_Misiones/San_Patricio,E1-QA-08_Misiones-San_Patricio,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
